GRAVITY 0 -9.5 0
LIGHTING true true 0.65 -0.45 0.68 0.2401583 0.2401583 0.2401583 3.8 0.16
SKY true Cubemap_Tropical_01-512x512.png
DISABLED_SCRIPT scripts/attributeTest.aeo
DISABLED_SCRIPT scripts/cellNew.aeo
DISABLED_SCRIPT scripts/closure_test_expression.aeo
DISABLED_SCRIPT scripts/closure_test_no_wait.aeo
DISABLED_SCRIPT scripts/closure_test_wait.aeo
DISABLED_SCRIPT scripts/test1_debugNewScript.aeo
DISABLED_SCRIPT scripts/test_language.aeo
DISABLED_SCRIPT scripts/test_control_flow.aeo
DISABLED_SCRIPT scripts/test_arrays.aeo
DISABLED_SCRIPT scripts/test_maps.aeo
DISABLED_SCRIPT scripts/test_strings.aeo
DISABLED_SCRIPT scripts/test_functions.aeo
DISABLED_SCRIPT scripts/test_closures.aeo
DISABLED_SCRIPT scripts/test_wait.aeo
DISABLED_SCRIPT scripts/test_cells.aeo
DISABLED_SCRIPT scripts/test_attributes.aeo
DISABLED_SCRIPT scripts/test_entities.aeo
DISABLED_SCRIPT scripts/test_lights.aeo
DISABLED_SCRIPT scripts/test_world.aeo
DISABLED_SCRIPT scripts/test_handles.aeo
DISABLED_SCRIPT scripts/test_callbacks.aeo
DISABLED_SCRIPT scripts/test_math.aeo
SELECTED_CHARACTER custom
SELECTED_CONTROLLER thirdPerson_Controller
SELECTED_CAMERA thirdPerson
BLOCK 96945384 -9 21 9 false true true Block_tx 0.27383846 0.060079683 0.02788174 None true
BLOCK 47690210 -33 19 -11 true true true brick_8 0.5 0.5 0.5 None true
BLOCK 82140514 -11 16 -5 true true true wood_7 0.6478744 0.6390676 0.6384508 0.6038274 true
BLOCK 38803419 -26 16 -14 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 67951056 -51 16 1 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 86734863 -8 16 11 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 85876052 -12 19 9 true true true brick 0.5 0.5 0.5 true true
BLOCK 87247847 -23 20 -6 false true true Block_tx 0.27383846 0.060079683 0.02788174 None true
BLOCK 48555389 -47 16 21 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 36742744 -49 16 -20 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 78386514 -36 16 12 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 85872975 -27 16 -19 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 76987620 -29 19 10 true true true brick_8 0.5 0.5 0.5 None true
BLOCK 62650663 -8 21 4 false true true Block_tx 0.27383846 0.060079683 0.02788174 None true
BLOCK 76630646 -10 19 -10 true true true brick 0.5 0.5 0.5 true true
BLOCK 61098940 -29 20 -2 false true true Block_tx 0.27383846 0.060079683 0.02788174 None true
BLOCK 50146561 -6 16 -7 true true true wood_7 0.6478744 0.6390676 0.6384508 0.6038274 true
BLOCK 42792741 0 18 -10 true true true brick 0.5 0.5 0.5 true true
BLOCK 40533292 -27 16 12 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 35112804 0 16 3 true true true wood_7 0.6478744 0.6390676 0.6384508 0.6038274 true
BLOCK 81644598 -23 20 -3 false true true Block_tx 0.27383846 0.060079683 0.02788174 None true
BLOCK 22946817 -33 19 3 true true true brick_8 0.5 0.5 0.5 None true
BLOCK 19911576 -19 16 -9 true true true grass_4 0.6673075 0.662772 0.66245437 0.5 true
BLOCK 57322519 -14 17 10 true true true brick_8 0.5 0.5 0.5 None true
BLOCK 45941062 -5 16 8 true true true wood_7 0.6478744 0.6390676 0.6384508 0.6038274 true
BLOCK 25320594 -50 16 -21 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 66943196 -24 16 -16 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 29298377 1 21 -9 false true true Block_tx 0.27383846 0.060079683 0.02788174 None true
BLOCK 80287217 -4 16 -13 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 77865199 -33 16 -5 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 81187277 -22 20 -9 false true true Block_tx 0.27383846 0.060079683 0.02788174 None true
BLOCK 23306773 -13 16 -12 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 93629803 -48 16 15 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 66143468 -11 21 -6 false true true Block_tx 0.27383846 0.060079683 0.02788174 None true
BLOCK 85148001 -44 16 14 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 22754715 -50 16 -2 true true true tile_18 0.648 0.639 0.638 None true
BLOCK 13710386 -50 16 19 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 58003164 -45 16 18 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 47743474 -48 16 16 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 79318599 -21 19 10 true true true brick_8 0.5 0.5 0.5 None true
BLOCK 67375005 -40 16 -9 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 39684150 -8 16 1 true true true wood_7 0.6478744 0.6390676 0.6384508 0.6038274 true
BLOCK 10255143 -17 16 9 true true true grass_4 0.6478744 0.6390676 0.6384508 0.5 true
BLOCK 50729188 -33 16 9 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 26743841 -23 16 -10 true true true grass_4 0.6673075 0.662772 0.66245437 0.5 true
BLOCK 79768702 -32 20 -6 false true true Block_tx 0.27383846 0.060079683 0.02788174 None true
BLOCK 34028415 -43 16 15 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 57436718 -15 16 12 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 18941823 -5 21 -8 false true true Block_tx 0.27383846 0.060079683 0.02788174 None true
BLOCK 55799870 -27 19 10 true true true brick_8 0.5 0.5 0.5 None true
BLOCK 57340408 -12 21 -9 false true true Block_tx 0.27383846 0.060079683 0.02788174 None true
BLOCK 82112846 -6 16 -1 true true true wood_7 0.6478744 0.6390676 0.6384508 0.6038274 true
BLOCK 81130520 -21 16 -10 true true true grass_4 0.6673075 0.662772 0.66245437 0.5 true
BLOCK 56328320 -7 16 2 true true true wood_7 0.6478744 0.6390676 0.6384508 0.6038274 true
BLOCK 70441567 -48 16 14 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 13591034 -1 16 -21 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 95533147 -6 16 -15 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 69775416 -14 16 2 true true true wood_7 0.6478744 0.6390676 0.6384508 None true
BLOCK 99947297 1 21 5 false true true Block_tx 0.27383846 0.060079683 0.02788174 None true
BLOCK 20065364 -1 21 -1 false true true Block_tx 0.27383846 0.060079683 0.02788174 None true
BLOCK 99729110 -25 16 2 true true true grass_4 0.6478744 0.6390676 0.6384508 0.5 true
BLOCK 12667270 0 16 -9 true true true wood_7 0.6478744 0.6390676 0.6384508 0.6038274 true
BLOCK 58324989 -34 16 15 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 83952694 -24 16 -6 true true true grass_4 0.6673075 0.662772 0.66245437 0.5 true
BLOCK 94530621 -34 16 23 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 21327651 -40 16 16 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 80294043 -22 16 11 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 93646108 -27 20 -9 false true true Block_tx 0.27383846 0.060079683 0.02788174 None true
BLOCK 73402753 -4 16 4 true true true wood_7 0.6478744 0.6390676 0.6384508 0.6038274 true
BLOCK 42897911 -51 16 6 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 49214017 -26 16 -16 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 83167194 -35 16 -10 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 21677613 -10 17 -10 true true true brick 0.5 0.5 0.5 true true
BLOCK 19176264 -3 16 4 true true true wood_7 0.6478744 0.6390676 0.6384508 0.6038274 true
BLOCK 56677266 -50 16 23 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 39439733 -47 16 20 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 24281575 -24 16 16 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 49714663 -9 20 9 true true true brick 0.5 0.5 0.5 true true
BLOCK 69875028 -16 16 8 true true true grass_4 0.6478744 0.6390676 0.6384508 0.5 true
BLOCK 76067295 -30 17 -11 true true true brick_8 0.5 0.5 0.5 None true
BLOCK 85831276 -27 17 -4 true true true grass_16 0.5 0.5 0.5 None true
BLOCK 47859242 -31 20 -4 false true true Block_tx 0.27383846 0.060079683 0.02788174 None true
BLOCK 64618121 -13 16 -18 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 95396143 -23 20 -4 false true true Block_tx 0.27383846 0.060079683 0.02788174 None true
BLOCK 88521381 -43 16 -15 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 79826103 -26 20 1 false true true Block_tx 0.27383846 0.060079683 0.02788174 None true
BLOCK 46663711 -51 16 -20 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 84547161 -27 20 6 false true true Block_tx 0.27383846 0.060079683 0.02788174 None true
BLOCK 62702157 -7 16 15 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 69601737 -35 16 8 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 34719438 -29 16 16 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 58936928 -46 16 19 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 23921352 -6 16 7 true true true wood_7 0.6478744 0.6390676 0.6384508 0.6038274 true
BLOCK 46388830 -14 17 -9 true true true brick 0.5 0.5 0.5 true true
BLOCK 72505246 -36 16 -22 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 77109013 -16 16 20 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 67716608 -46 16 -7 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 85141048 -12 16 8 true true true wood_7 0.6478744 0.6390676 0.6384508 0.6038274 true
BLOCK 95550691 -3 16 16 true true true grass_4 0.648 0.639 0.638 None true
BLOCK 17216632 -27 16 19 true true true grass_4 0.648 0.639 0.638 None true
